,ciudad,tipo_de_contrato,estado_contrato,modalidad_de_contratacion,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,valor_del_contrato
2753,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-03-26T15:03:39.000,2020-01-28T00:00:00.000,2020-12-21T00:00:00.000,67600000
2754,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-13T09:07:06.000,2023-07-14T00:00:00.000,2023-12-31T00:00:00.000,58023327
2755,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-12T21:01:48.000,2023-01-16T00:00:00.000,2023-05-15T00:00:00.000,36000000
2756,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-15T17:08:00.000,2023-08-16T00:00:00.000,2023-12-31T00:00:00.000,46117332
2757,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-25T00:01:49.000,2022-01-27T00:00:00.000,2022-12-31T00:00:00.000,122265959
2758,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-06T23:01:35.000,2023-01-17T00:00:00.000,2023-05-16T00:00:00.000,40102020
2759,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-27T17:01:29.000,2023-01-30T00:00:00.000,2023-05-29T00:00:00.000,45713640
2760,Bogotá,Consultoría,En ejecución,CCE-20-Concurso_Meritos_Sin_Lista_Corta_1Sobre,2023-09-06T08:09:32.000,2023-09-11T00:00:00.000,2023-12-31T00:00:00.000,430000000
2761,Bogotá,Prestación de servicios,Modificado,Contratación directa,2021-02-15T19:02:05.000,2021-02-16T00:00:00.000,2021-12-31T00:00:00.000,46858937
2762,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-26T23:01:25.000,2022-01-28T00:00:00.000,2022-07-31T00:00:00.000,52623384
2763,Bogotá,Compraventa,En ejecución,Selección Abreviada de Menor Cuantía,2023-10-12T00:10:43.000,2023-10-23T00:00:00.000,2023-12-15T00:00:00.000,919257318
2764,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-11T09:01:00.000,2022-01-13T00:00:00.000,2022-12-31T00:00:00.000,65450000
2765,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-02-06T19:02:06.000,2023-02-07T00:00:00.000,2023-06-06T00:00:00.000,42960000
2766,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-16T15:01:51.000,2023-01-17T00:00:00.000,2023-05-16T00:00:00.000,36916000
2767,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-30T00:01:38.000,2020-01-13T00:00:00.000,2020-12-31T00:00:00.000,34288041
2768,Bogotá,Prestación de servicios,Activo,Contratación régimen especial,2020-01-22T18:01:13.000,2020-01-09T00:00:00.000,2020-12-31T00:00:00.000,100016659
2769,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-24T10:05:39.000,2023-05-25T00:00:00.000,2023-12-31T00:00:00.000,68835707
2770,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-13T17:07:38.000,2023-07-14T00:00:00.000,2023-12-31T00:00:00.000,42974667
2771,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-20T23:01:54.000,2023-01-23T00:00:00.000,2023-05-22T00:00:00.000,45915360
2772,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-05T15:06:28.000,2023-06-06T00:00:00.000,2023-12-31T00:00:00.000,65395000
2773,Bogotá,Prestación de servicios,terminado,Contratación directa,2020-01-24T14:01:20.000,2020-01-14T00:00:00.000,2020-12-31T00:00:00.000,155834400
2774,Bogotá,Prestación de servicios,terminado,Contratación directa,2020-04-23T17:04:39.000,2020-01-15T00:00:00.000,2020-12-31T00:00:00.000,124920000
2775,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-27T15:01:12.000,2023-01-30T00:00:00.000,2023-07-29T00:00:00.000,77868000
2776,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-21T17:06:04.000,2023-06-22T00:00:00.000,2023-12-31T00:00:00.000,63160686
2777,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-30T18:01:45.000,2023-01-31T00:00:00.000,2023-05-30T00:00:00.000,55080000
2778,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-16T09:05:12.000,2023-05-17T00:00:00.000,2023-12-31T00:00:00.000,27014987
2779,Bogotá,Otro,Activo,Contratación régimen especial,2020-03-04T10:03:23.000,2020-02-18T00:00:00.000,2020-12-30T00:00:00.000,47595506
2780,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-19T23:01:17.000,2021-01-21T00:00:00.000,2021-12-31T00:00:00.000,92909992
2781,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-21T16:01:23.000,2022-01-25T00:00:00.000,2022-12-31T00:00:00.000,130497154
2782,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-09-22T21:09:05.000,2023-09-26T00:00:00.000,2023-12-31T00:00:00.000,7360002
2783,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-01-31T20:01:01.000,2023-02-01T00:00:00.000,2023-05-31T00:00:00.000,16440000
2784,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-13T17:01:19.000,2021-01-14T00:00:00.000,2021-12-31T00:00:00.000,107841000
2785,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-07T22:01:40.000,2021-01-08T00:00:00.000,2021-12-31T00:00:00.000,100299992
2786,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-13T00:01:08.000,2023-01-16T00:00:00.000,2023-05-15T00:00:00.000,40488000
2787,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-02-03T16:02:51.000,2023-02-06T00:00:00.000,2023-06-05T00:00:00.000,37800000
2788,Bogotá,Otro,Modificado,Contratación directa,2022-10-31T14:10:59.000,2022-11-01T00:00:00.000,2023-03-30T00:00:00.000,1300000000
2789,Bogotá,Otro,En ejecución,Contratación régimen especial,2023-09-04T15:09:11.000,2023-09-05T00:00:00.000,2023-12-31T00:00:00.000,46200000
2790,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-10-20T18:10:11.000,2021-10-21T00:00:00.000,2021-12-31T00:00:00.000,29583326
2791,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-06T14:02:00.000,2020-01-28T00:00:00.000,2020-12-31T00:00:00.000,77961355
2792,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-30T16:05:16.000,2023-05-31T00:00:00.000,2023-12-31T00:00:00.000,63720134
2793,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-25T16:01:34.000,2022-01-26T00:00:00.000,2022-12-31T00:00:00.000,131480868
2794,Bogotá,Prestación de servicios,Modificado,Contratación directa,2020-01-27T16:01:42.000,2020-01-23T00:00:00.000,2020-12-31T00:00:00.000,100479000
2795,Bogotá,Prestación de servicios,cedido,Contratación directa,2020-01-13T18:01:19.000,2020-01-10T00:00:00.000,2020-12-31T00:00:00.000,32163600
2796,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-18T10:05:39.000,2023-05-19T00:00:00.000,2023-12-31T00:00:00.000,33750000
2797,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-15T11:08:05.000,2023-08-18T00:00:00.000,2023-12-31T00:00:00.000,69000000
2798,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-02-02T20:02:40.000,2021-02-03T00:00:00.000,2021-12-31T00:00:00.000,25999623
2799,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-19T23:01:49.000,2021-01-21T00:00:00.000,2021-12-31T00:00:00.000,81012922
2800,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-14T11:06:25.000,2023-06-16T00:00:00.000,2023-12-31T00:00:00.000,52266672
2801,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-23T10:01:25.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,69836048
2802,Bogotá,Prestación de servicios,cedido,Contratación directa,2023-07-05T08:07:32.000,2023-07-06T00:00:00.000,2023-12-31T00:00:00.000,41066658
2803,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-14T14:06:43.000,2023-06-15T00:00:00.000,2023-12-31T00:00:00.000,48216000
2804,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-23T16:05:18.000,2023-05-24T00:00:00.000,2023-12-31T00:00:00.000,104560837
2805,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-27T10:01:52.000,2022-01-28T00:00:00.000,2022-12-31T00:00:00.000,194353600
2806,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-16T10:01:19.000,2020-01-13T00:00:00.000,2020-12-24T00:00:00.000,68600000
2807,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-13T11:01:13.000,2022-01-14T00:00:00.000,2022-12-31T00:00:00.000,168199994
2808,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-17T17:02:10.000,2020-02-03T00:00:00.000,2020-12-29T00:00:00.000,80070816
2809,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-25T16:01:06.000,2022-01-26T00:00:00.000,2022-12-31T00:00:00.000,150369146
2810,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-15T23:01:03.000,2021-01-18T00:00:00.000,2021-12-31T00:00:00.000,100562662
2811,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-03T10:02:17.000,2023-02-03T00:00:00.000,2023-06-02T00:00:00.000,32520000
2812,Bogotá,Prestación de servicios,Modificado,Contratación directa,2021-09-09T06:09:43.000,2021-09-10T00:00:00.000,2021-12-31T00:00:00.000,31360000
2813,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-13T21:01:59.000,2021-01-14T00:00:00.000,2021-12-31T00:00:00.000,74164759
2814,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-09-07T20:09:15.000,2021-09-08T00:00:00.000,2021-12-31T00:00:00.000,53429338
2815,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-24T14:01:02.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,97182547
2816,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-25T22:01:09.000,2021-01-26T00:00:00.000,2021-12-31T00:00:00.000,82894984
2817,Bogotá,Prestación de servicios,cedido,Contratación directa,2022-01-26T11:01:42.000,2022-01-31T00:00:00.000,2022-12-24T00:00:00.000,74809560
2818,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-17T00:05:04.000,2023-05-18T00:00:00.000,2023-12-31T00:00:00.000,114480000
2819,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-26T20:07:58.000,2023-07-28T00:00:00.000,2023-12-31T00:00:00.000,43916665
2820,Bogotá,Otro,En ejecución,Contratación régimen especial,2022-09-26T18:09:40.000,2022-09-27T00:00:00.000,2022-12-24T00:00:00.000,7900000
2821,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-23T19:08:03.000,2023-08-24T00:00:00.000,2023-12-31T00:00:00.000,30293336
2822,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-06T20:02:26.000,2023-02-09T00:00:00.000,2023-06-08T00:00:00.000,40000000
2823,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-30T14:06:17.000,2023-07-04T00:00:00.000,2023-12-31T00:00:00.000,17296000
2824,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-25T21:01:25.000,2023-01-26T00:00:00.000,2023-05-25T00:00:00.000,47400000
2825,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-02-02T16:02:18.000,2022-01-31T00:00:00.000,2022-12-31T00:00:00.000,48921167
2826,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-20T23:01:25.000,2023-01-23T00:00:00.000,2023-05-22T00:00:00.000,45915360
2827,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-04-11T14:04:57.000,2023-04-13T00:00:00.000,2023-08-12T00:00:00.000,40102020
2828,Bogotá,Prestación de servicios,cedido,Contratación directa,2020-01-30T11:01:59.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,47843631
2829,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-25T18:01:46.000,2022-01-26T00:00:00.000,2022-12-31T00:00:00.000,97958660
2830,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-05-26T14:05:42.000,2021-05-27T00:00:00.000,2021-12-31T00:00:00.000,31054870
2831,Bogotá,Prestación de servicios,Modificado,Mínima cuantía,2022-12-15T16:12:34.000,2022-12-27T00:00:00.000,2023-11-30T00:00:00.000,26432989
2832,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-09-19T15:09:54.000,2023-09-21T00:00:00.000,2023-12-31T00:00:00.000,33000000
2833,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-03-05T10:03:26.000,2020-02-10T00:00:00.000,2020-12-31T00:00:00.000,85669670
2834,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-28T15:02:19.000,2020-01-13T00:00:00.000,2020-12-31T00:00:00.000,123006067
2835,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-07-31T17:07:31.000,2023-08-02T00:00:00.000,2023-12-15T00:00:00.000,48195000
2836,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-12T13:01:50.000,2021-01-13T00:00:00.000,2021-12-31T00:00:00.000,92040000
2837,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-16T16:01:53.000,2023-01-17T00:00:00.000,2023-05-16T00:00:00.000,55204000
2838,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-28T16:02:54.000,2020-01-14T00:00:00.000,2020-12-31T00:00:00.000,128620912
2839,Bogotá,Prestación de servicios,cedido,Contratación directa,2022-01-26T10:01:47.000,2022-01-28T00:00:00.000,2022-12-31T00:00:00.000,87186264
2840,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-06T00:01:15.000,2023-01-06T00:00:00.000,2023-07-05T00:00:00.000,50614200
2841,Bogotá,Prestación de servicios,Modificado,Contratación directa,2020-02-06T14:02:41.000,2020-01-21T00:00:00.000,2020-09-30T00:00:00.000,80250000
2842,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-10T19:05:21.000,2023-05-11T00:00:00.000,2023-12-31T00:00:00.000,91086265
2843,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-12T18:01:12.000,2022-01-13T00:00:00.000,2022-12-31T00:00:00.000,127966673
2844,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-18T21:01:00.000,2022-01-19T00:00:00.000,2022-12-31T00:00:00.000,149140122
2845,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-27T16:01:48.000,2020-01-23T00:00:00.000,2020-12-31T00:00:00.000,98497020
2846,Bogotá,Consultoría,terminado,Concurso de méritos abierto,2020-04-06T11:04:04.000,2019-12-19T00:00:00.000,2020-11-30T00:00:00.000,658000000
2847,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-30T14:01:59.000,2023-01-31T00:00:00.000,2023-07-30T00:00:00.000,60090000
2848,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-19T19:07:37.000,2023-07-21T00:00:00.000,2023-12-31T00:00:00.000,44924788
2849,Bogotá,Prestación de servicios,terminado,Mínima cuantía,2022-03-22T16:03:46.000,2022-03-24T00:00:00.000,2022-12-31T00:00:00.000,39002250
2850,Bogotá,Prestación de servicios,cedido,Contratación directa,2020-01-24T14:01:30.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,150877771
2851,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-26T17:01:08.000,2023-01-27T00:00:00.000,2023-05-26T00:00:00.000,14272000
2852,Bogotá,Suministros,Modificado,Contratación directa,2023-03-28T07:03:50.000,2023-03-31T00:00:00.000,2023-12-20T00:00:00.000,5453613442
2853,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-30T19:01:47.000,2023-01-31T00:00:00.000,2023-05-30T00:00:00.000,39270000
2854,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-02-02T10:02:40.000,2023-02-03T00:00:00.000,2023-06-02T00:00:00.000,35020000
2855,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-13T17:06:14.000,2023-06-14T00:00:00.000,2023-10-13T00:00:00.000,34000000
2856,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-24T10:08:02.000,2023-08-25T00:00:00.000,2023-12-31T00:00:00.000,18760000
2857,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-17T11:02:13.000,2020-01-16T00:00:00.000,2020-12-31T00:00:00.000,38895059
2858,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-23T10:01:10.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,82445308
2859,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-14T19:01:26.000,2022-01-17T00:00:00.000,2022-12-31T00:00:00.000,90679917
2860,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-18T16:07:53.000,2023-07-21T00:00:00.000,2023-12-31T00:00:00.000,65200000
2861,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2020-04-27T14:04:11.000,2020-04-28T00:00:00.000,2020-12-31T00:00:00.000,42840171
2862,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-26T23:01:11.000,2021-01-27T00:00:00.000,2021-12-25T00:00:00.000,99000000
2863,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-16T15:01:48.000,2023-01-18T00:00:00.000,2023-05-17T00:00:00.000,22220000
2864,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-20T19:01:50.000,2021-01-21T00:00:00.000,2021-12-31T00:00:00.000,79799996
2865,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-09T17:05:16.000,2023-05-10T00:00:00.000,2023-12-31T00:00:00.000,85608000
2866,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-27T18:01:29.000,2023-01-30T00:00:00.000,2023-05-29T00:00:00.000,36960000
2867,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-14T18:07:41.000,2023-07-17T00:00:00.000,2023-12-31T00:00:00.000,29061995
2868,Bogotá,Prestación de servicios,Modificado,Mínima cuantía,2023-04-28T14:04:02.000,2023-04-28T00:00:00.000,2023-12-31T00:00:00.000,3528000
2869,Bogotá,Otro,En ejecución,Contratación régimen especial,2022-09-23T16:09:34.000,2022-09-27T00:00:00.000,2022-12-24T00:00:00.000,9875000
2870,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-18T22:01:10.000,2021-01-19T00:00:00.000,2021-12-31T00:00:00.000,138252667
2871,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2020-07-16T00:07:42.000,2020-07-17T00:00:00.000,2020-12-31T00:00:00.000,49500000
2872,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-13T20:01:56.000,2022-01-14T00:00:00.000,2022-12-14T00:00:00.000,85950484
2873,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-24T14:01:18.000,2020-01-07T00:00:00.000,2020-12-31T00:00:00.000,71217615
2874,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-08T11:01:18.000,2021-01-12T00:00:00.000,2021-12-31T00:00:00.000,137694208
2875,Bogotá,Otro,Modificado,Contratación régimen especial,2021-01-21T14:01:14.000,2021-01-21T00:00:00.000,2023-02-12T00:00:00.000,0
2876,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-26T23:01:10.000,2022-01-28T00:00:00.000,2022-12-31T00:00:00.000,80511665
2877,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-11T20:01:45.000,2023-01-12T00:00:00.000,2023-05-11T00:00:00.000,31500000
2878,Bogotá,Otro,Activo,Contratación régimen especial,2023-11-16T15:11:15.000,,2024-12-31T00:00:00.000,1103992750
2879,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-10T19:05:11.000,2023-05-11T00:00:00.000,2023-12-31T00:00:00.000,78994307
2880,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-09-27T11:09:52.000,2023-09-29T00:00:00.000,2023-12-31T00:00:00.000,59606167
2881,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-09-01T13:09:17.000,2023-09-04T00:00:00.000,2023-12-31T00:00:00.000,16380000
2882,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-14T19:01:14.000,2022-01-17T00:00:00.000,2022-12-31T00:00:00.000,145833320
2883,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-24T14:01:08.000,2022-01-25T00:00:00.000,2022-12-31T00:00:00.000,108848340
2884,Bogotá,Prestación de servicios,cedido,Contratación directa,2021-02-03T00:02:59.000,2021-02-04T00:00:00.000,2021-12-31T00:00:00.000,101266341
2885,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-01T08:08:34.000,2023-08-02T00:00:00.000,2023-12-31T00:00:00.000,60000000
2886,Bogotá,Prestación de servicios,cedido,Contratación directa,2022-01-28T13:01:58.000,2022-01-31T00:00:00.000,2022-12-31T00:00:00.000,60660000
2887,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-02-11T20:02:02.000,2021-02-12T00:00:00.000,2021-12-31T00:00:00.000,95427561
2888,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-15T00:02:47.000,2023-02-16T00:00:00.000,2023-06-15T00:00:00.000,56000000
2889,Bogotá,Prestación de servicios,cedido,Contratación directa,2022-01-18T10:01:17.000,2022-01-19T00:00:00.000,2022-12-31T00:00:00.000,134166660
2890,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-23T16:01:29.000,2023-01-24T00:00:00.000,2023-05-23T00:00:00.000,32204700
2891,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-25T16:02:55.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,80810120
2892,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-23T16:06:22.000,2023-06-26T00:00:00.000,2023-12-31T00:00:00.000,43166665
2893,Bogotá,Prestación de servicios,Modificado,Contratación directa,2021-01-25T20:01:14.000,2021-01-27T00:00:00.000,2021-12-31T00:00:00.000,72797793
2894,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-10-04T18:10:49.000,2022-10-07T00:00:00.000,2022-12-31T00:00:00.000,39000000
2895,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-15T18:01:52.000,2021-01-18T00:00:00.000,2021-12-31T00:00:00.000,110716760
2896,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-18T11:01:41.000,2022-01-19T00:00:00.000,2022-12-31T00:00:00.000,85480804
2897,Bogotá,Prestación de servicios,Modificado,Contratación directa,2020-02-06T14:02:33.000,2020-01-14T00:00:00.000,2020-12-31T00:00:00.000,71798316
2898,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-08T10:01:06.000,2021-01-12T00:00:00.000,2021-12-31T00:00:00.000,50055000
2899,Bogotá,Prestación de servicios,En ejecución,Contratación régimen especial,2020-10-14T14:10:11.000,2020-10-15T00:00:00.000,2020-12-30T00:00:00.000,37179988
2900,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-17T20:01:24.000,2022-01-21T00:00:00.000,2022-12-31T00:00:00.000,40557600
2901,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-10T20:05:54.000,2023-05-11T00:00:00.000,2023-12-31T00:00:00.000,75075000
2902,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-18T14:01:30.000,2022-01-19T00:00:00.000,2022-12-31T00:00:00.000,56361760
2903,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-04T18:07:07.000,2023-07-06T00:00:00.000,2023-12-31T00:00:00.000,41330658
2904,Bogotá,Otro,Activo,Contratación régimen especial,2020-05-11T20:05:05.000,2020-04-27T00:00:00.000,2020-05-27T00:00:00.000,0
2905,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-26T00:01:02.000,2022-01-31T00:00:00.000,2022-12-31T00:00:00.000,79254240
2906,Bogotá,Prestación de servicios,cedido,Contratación directa,2022-01-12T09:01:12.000,2022-01-13T00:00:00.000,2022-12-31T00:00:00.000,104700000
2907,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-06T15:07:21.000,2023-07-07T00:00:00.000,2023-12-31T00:00:00.000,24355200
2908,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-30T17:06:27.000,2023-07-04T00:00:00.000,2023-12-31T00:00:00.000,53400000
2909,Bogotá,Prestación de servicios,terminado,Mínima cuantía,2020-05-12T11:05:33.000,2020-05-13T00:00:00.000,2020-12-26T00:00:00.000,10000000
2910,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-08T16:01:03.000,2021-01-12T00:00:00.000,2021-12-31T00:00:00.000,89000000
2911,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-06T18:01:57.000,2023-01-10T00:00:00.000,2023-05-09T00:00:00.000,42000000
2912,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-18T19:01:19.000,2022-01-19T00:00:00.000,2022-12-31T00:00:00.000,91733333
2913,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-26T20:01:41.000,2022-01-28T00:00:00.000,2022-12-31T00:00:00.000,123331155
2914,Bogotá,Prestación de servicios,Modificado,Contratación directa,2022-01-26T17:01:04.000,2022-01-27T00:00:00.000,2022-12-31T00:00:00.000,109638144
2915,Bogotá,Prestación de servicios,Modificado,Contratación directa,2020-02-17T17:02:28.000,2020-01-15T00:00:00.000,2020-12-31T00:00:00.000,130024345
2916,Bogotá,Otro,En ejecución,Contratación régimen especial,2021-07-06T19:07:15.000,2021-07-07T00:00:00.000,2021-12-31T00:00:00.000,18897014
2917,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-06-10T15:06:38.000,2020-01-09T00:00:00.000,2020-12-16T00:00:00.000,59999984
2918,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-09-01T17:09:22.000,2023-09-06T00:00:00.000,2023-12-31T00:00:00.000,60000000
2919,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-02-03T16:02:20.000,2021-02-04T00:00:00.000,2021-12-31T00:00:00.000,61340208
2920,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-12T17:01:38.000,2023-01-13T00:00:00.000,2023-07-12T00:00:00.000,59535000
2921,Bogotá,Otro,En ejecución,Contratación régimen especial,2022-01-13T16:01:47.000,2022-01-14T00:00:00.000,2022-12-31T00:00:00.000,243368400
2922,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-13T10:01:20.000,2022-01-17T00:00:00.000,2022-12-31T00:00:00.000,99225347
2923,Bogotá,Prestación de servicios,cedido,Contratación directa,2023-01-19T10:01:15.000,2023-01-20T00:00:00.000,2023-05-19T00:00:00.000,55586580
2924,Bogotá,Prestación de servicios,Modificado,Contratación directa,2022-02-02T10:02:06.000,2022-02-02T00:00:00.000,2022-10-31T00:00:00.000,110000000
2925,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-24T21:01:28.000,2023-01-25T00:00:00.000,2023-07-24T00:00:00.000,49682052
2926,Bogotá,Prestación de servicios,terminado,Contratación directa,2023-05-30T16:05:18.000,2023-05-31T00:00:00.000,2023-12-31T00:00:00.000,88290067
2927,Bogotá,Prestación de servicios,Modificado,Contratación directa,2022-01-27T18:01:39.000,2022-01-31T00:00:00.000,2022-06-30T00:00:00.000,15450000
